date,county,state_name,fips,cases,deaths,county_code,state,locality,locality_original,CPV,CPV_2,CPV_3,CPV_4,CPV_5,CPV_50,CPV_6,GS_10,GS_10_2,GS_10_3,GS_100,GS_1000,GS_25,GS_25_2,GS_250,GS_250_2,GS_50,GS_50_2,GS_500,LD,LD_2,NESC,NESC_2,NESC_3,PC,PC_2,PC_3,PC_4,PC_5,PC_6,SD,SD_2,SD_3,SDO,SDO_2,SDO_3,SDO_4
2020-03-14,King,Washington,53033,389,36,033,WA,king county,king_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0
2020-03-15,King,Washington,53033,421,38,033,WA,king county,king_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0
2020-03-16,King,Washington,53033,489,44,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-17,King,Washington,53033,518,47,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-18,King,Washington,53033,563,57,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-19,King,Washington,53033,693,61,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-20,King,Washington,53033,794,68,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-21,King,Washington,53033,935,76,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
2020-03-22,King,Washington,53033,1036,77,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
2020-03-23,King,Washington,53033,1166,88,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
2020-03-24,King,Washington,53033,1278,95,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
2020-03-25,King,Washington,53033,1360,101,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
2020-03-26,King,Washington,53033,1579,111,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
2020-03-27,King,Washington,53033,1830,127,033,WA,king county,king_county,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
2020-01-21,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,Snohomish,Washington,53061,1,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,Snohomish,Washington,53061,2,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,Snohomish,Washington,53061,2,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,Snohomish,Washington,53061,2,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,Snohomish,Washington,53061,3,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,Snohomish,Washington,53061,5,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,Snohomish,Washington,53061,8,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,Snohomish,Washington,53061,17,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,Snohomish,Washington,53061,18,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,Snohomish,Washington,53061,26,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,Snohomish,Washington,53061,36,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,Snohomish,Washington,53061,45,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,Snohomish,Washington,53061,61,0,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2020-03-11,Snohomish,Washington,53061,69,1,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2020-03-12,Snohomish,Washington,53061,107,3,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2020-03-13,Snohomish,Washington,53061,132,3,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
2020-03-14,Snohomish,Washington,53061,154,3,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
2020-03-15,Snohomish,Washington,53061,175,3,061,WA,snohomish county,snohomish_county,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
2020-03-16,Snohomish,Washington,53061,199,3,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
2020-03-17,Snohomish,Washington,53061,265,4,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
2020-03-18,Snohomish,Washington,53061,309,5,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
2020-03-19,Snohomish,Washington,53061,347,6,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
2020-03-20,Snohomish,Washington,53061,384,7,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0
2020-03-21,Snohomish,Washington,53061,446,9,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-22,Snohomish,Washington,53061,480,10,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-23,Snohomish,Washington,53061,518,10,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-24,Snohomish,Washington,53061,613,15,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-25,Snohomish,Washington,53061,633,15,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-26,Snohomish,Washington,53061,778,18,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
2020-03-27,Snohomish,Washington,53061,913,23,061,WA,snohomish county,snohomish_county,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
